"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","Loyal Customer",58,"Personal Travel","Eco",226,"2","5","2","3","4","2","4","4","5","4","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Eco",551,"4","5","3","5","4","4","4","4","3","1","5","3","3","4",0,0,"satisfied"
"Male","Loyal Customer",28,"Business travel","Business",733,"5","5","4","5","5","5","5","5","3","5","4","5","5","5",219,249,"satisfied"
"Male","Loyal Customer",33,"Personal Travel","Business",950,"2","0","2","3","2","2","2","2","4","1","4","3","1","2",20,31,"neutral or dissatisfied"
"Female","Loyal Customer",70,"Personal Travel","Eco",634,"3","5","3","1","2","5","5","5","5","3","1","5","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Business",3348,"3","3","3","3","3","4","3","4","4","4","4","3","4","4",25,22,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",3234,"3","3","3","3","5","4","4","4","4","4","4","3","4","5",16,15,"satisfied"
"Male","Loyal Customer",27,"Personal Travel","Eco",337,"5","5","5","5","3","5","3","3","5","2","5","3","4","3",1,0,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",920,"4","4","4","4","5","5","5","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","disloyal Customer",55,"Business travel","Eco",1359,"3","3","3","3","3","3","2","3","4","1","5","1","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Business",89,"5","5","4","5","2","1","4","4","4","4","4","2","4","1",0,0,"satisfied"
"Female","Loyal Customer",55,"Personal Travel","Business",666,"1","2","1","4","5","4","3","5","5","1","5","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",1601,"4","4","4","4","4","5","5","4","4","5","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",2895,"4","4","4","4","5","5","5","5","5","5","5","4","5","5",20,7,"satisfied"
"Female","Loyal Customer",41,"Business travel","Eco",1127,"1","2","2","2","1","2","1","1","3","2","3","1","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",3945,"1","1","1","1","2","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Male","Loyal Customer",56,"Business travel","Business",309,"3","3","3","3","5","4","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",223,"4","1","4","3","3","4","3","3","1","4","3","2","2","3",0,0,"satisfied"
"Male","disloyal Customer",30,"Business travel","Eco",679,"3","3","3","2","3","3","3","3","5","3","5","3","4","3",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",1703,"1","5","5","5","3","3","3","3","3","3","1","2","3","4",12,6,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",2303,"3","5","5","5","2","2","3","3","3","4","3","2","3","4",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco",834,"2","4","2","3","5","2","5","5","4","1","3","1","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Business travel","Business",1835,"1","1","1","1","3","2","3","1","1","1","1","3","1","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco Plus",639,"4","2","2","2","4","4","4","4","3","2","4","1","4","4",14,8,"satisfied"
"Male","Loyal Customer",24,"Business travel","Business",1900,"3","4","3","4","3","3","3","4","3","3","4","3","2","3",236,234,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",164,"3","5","3","2","5","5","5","4","4","3","1","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco",1091,"4","1","4","3","5","3","4","4","4","4","4","2","4","2",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",36,"Business travel","Business",3237,"3","3","3","3","4","5","4","5","5","5","5","3","5","4",12,1,"satisfied"
"Male","Loyal Customer",28,"Business travel","Business",1865,"1","4","4","4","1","2","1","1","2","4","2","1","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",10,"Personal Travel","Eco",460,"3","5","3","1","3","3","3","3","1","3","4","4","2","3",6,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Business travel","Eco Plus",363,"0","4","0","5","4","0","4","4","5","3","3","1","2","4",4,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Business",534,"4","5","4","5","3","4","3","3","3","5","4","4","5","3",16,7,"satisfied"
"Male","Loyal Customer",66,"Personal Travel","Eco",2586,"2","4","2","3","2","2","2","2","5","3","4","2","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",35,"Business travel","Business",1303,"3","3","3","3","4","3","4","4","4","2","4","3","5","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",56,"Business travel","Eco",166,"4","0","4","2","1","4","1","1","1","4","3","5","5","1",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",3430,"5","5","5","5","3","5","5","5","5","5","5","5","5","5",13,2,"satisfied"
"Female","Loyal Customer",46,"Personal Travel","Eco",1041,"1","5","1","3","4","4","4","5","5","1","5","5","5","4",0,20,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",546,"4","4","4","4","4","4","5","5","5","5","5","5","5","4",0,0,"satisfied"
"Female","Loyal Customer",60,"Business travel","Eco",694,"4","5","5","5","2","3","4","4","4","4","4","2","4","3",129,129,"neutral or dissatisfied"
"Male","Loyal Customer",48,"Business travel","Eco Plus",788,"4","2","2","2","4","4","4","4","2","3","3","5","2","4",0,0,"satisfied"
"Male","disloyal Customer",39,"Business travel","Business",372,"3","3","3","3","3","3","3","3","4","3","5","3","5","3",26,21,"satisfied"
"Male","disloyal Customer",38,"Business travel","Eco",102,"3","0","3","3","4","3","4","4","3","1","4","3","2","4",2,1,"neutral or dissatisfied"
"Male","disloyal Customer",28,"Business travel","Eco",974,"2","2","2","2","2","2","2","4","3","1","1","2","2","2",17,0,"neutral or dissatisfied"
"Male","Loyal Customer",61,"Personal Travel","Eco",2402,"4","5","4","2","5","4","5","5","5","4","3","3","4","5",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",130,"2","1","2","2","2","2","2","1","5","3","2","2","3","2",84,183,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",471,"5","5","5","5","3","4","4","5","5","5","5","4","5","4",16,6,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",816,"2","2","2","3","1","2","1","1","3","5","5","4","5","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",33,"Business travel","Business",1598,"3","3","3","3","3","2","3","3","3","3","3","1","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Business travel","Eco",262,"5","3","3","3","5","5","5","5","5","5","1","3","5","5",0,0,"satisfied"
"Male","Loyal Customer",26,"Personal Travel","Eco",122,"4","4","4","3","5","4","5","5","3","1","4","3","3","5",1,0,"satisfied"
"Male","Loyal Customer",20,"Personal Travel","Eco",991,"3","5","4","2","5","4","5","5","3","4","4","4","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",1444,"2","2","2","2","3","5","5","4","4","4","4","4","4","5",19,14,"satisfied"
"Female","Loyal Customer",59,"Business travel","Eco",1053,"4","4","3","3","5","4","3","4","4","4","4","2","4","1",3,0,"satisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",399,"0","4","0","3","1","0","1","1","4","3","5","3","4","1",0,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",650,"2","1","1","1","4","3","4","2","2","2","2","3","2","3",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Personal Travel","Eco",337,"3","4","5","5","4","5","4","4","5","5","5","5","5","4",48,41,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",3377,"4","4","4","4","4","4","4","4","5","2","4","3","5","4",0,0,"satisfied"
"Female","Loyal Customer",48,"Business travel","Eco",1081,"5","5","4","5","1","1","4","5","5","5","5","2","5","2",0,0,"satisfied"
"Male","Loyal Customer",29,"Business travel","Business",2419,"5","5","5","5","2","2","2","2","3","3","5","5","4","2",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Business",3509,"4","4","4","4","5","4","5","2","2","2","2","5","2","1",0,0,"satisfied"
"Male","Loyal Customer",61,"Business travel","Business",175,"2","2","2","2","5","4","4","5","5","5","5","3","5","4",0,1,"satisfied"
"Female","Loyal Customer",40,"Business travel","Eco",803,"4","2","2","2","4","4","4","4","4","1","4","1","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",271,"0","0","0","4","5","5","4","1","1","1","1","5","1","5",44,42,"satisfied"
"Female","Loyal Customer",43,"Business travel","Business",997,"4","3","4","4","4","5","4","3","3","3","3","3","3","4",0,0,"satisfied"
"Female","Loyal Customer",17,"Business travel","Eco Plus",577,"1","3","3","3","1","2","3","1","1","4","3","2","4","1",1,0,"neutral or dissatisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",287,"2","4","2","1","4","2","4","4","4","3","5","3","5","4",100,84,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Business",1035,"1","1","1","1","5","1","5","5","4","4","4","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",228,"5","2","5","4","5","5","5","5","4","5","4","1","4","5",0,1,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",3336,"4","3","1","3","4","4","3","4","4","4","4","3","4","4",32,30,"neutral or dissatisfied"
"Female","disloyal Customer",54,"Business travel","Eco",1015,"4","4","4","1","5","4","2","5","3","3","4","1","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",31,"Business travel","Business",1652,"4","4","4","4","1","2","1","1","5","2","3","4","4","1",0,0,"satisfied"
"Male","disloyal Customer",22,"Business travel","Eco",551,"3","5","3","1","4","3","4","4","3","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Eco",267,"4","1","1","1","4","4","4","2","1","1","1","4","3","4",155,151,"satisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",507,"2","4","2","2","1","2","1","1","5","3","4","4","4","1",2,5,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",1521,"3","1","3","4","1","3","2","1","2","3","4","4","4","1",44,28,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Eco",489,"2","2","2","2","2","2","2","2","2","2","3","1","3","2",0,5,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",349,"0","1","0","3","1","0","4","1","5","5","4","4","4","1",9,0,"satisfied"
"Female","Loyal Customer",55,"Business travel","Business",2212,"3","5","5","5","1","4","3","3","3","3","3","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",3133,"1","5","5","5","4","4","4","1","1","1","1","1","1","3",14,9,"neutral or dissatisfied"
"Male","Loyal Customer",39,"Personal Travel","Eco",2248,"2","5","2","1","4","2","4","4","5","1","3","4","4","4",19,59,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",551,"1","1","1","1","4","4","4","5","5","5","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",2579,"3","3","3","3","2","4","5","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",363,"2","0","2","5","4","2","4","4","5","2","5","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",425,"4","1","4","4","2","4","3","2","2","4","3","1","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Personal Travel","Eco",306,"1","4","1","4","2","1","3","2","1","4","3","2","3","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",36,"Business travel","Eco",387,"2","2","1","3","5","1","5","5","3","4","4","1","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",32,"Personal Travel","Eco",959,"2","5","2","4","1","2","1","1","3","5","4","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco Plus",236,"2","5","0","4","4","0","4","4","4","4","4","4","5","4",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",3541,"1","1","1","1","4","5","5","5","5","5","5","5","5","4",9,9,"satisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco",761,"3","4","3","4","3","4","5","1","1","3","1","5","1","4",17,14,"neutral or dissatisfied"
"Male","Loyal Customer",70,"Personal Travel","Eco",356,"2","5","2","1","4","2","4","4","3","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",551,"1","5","1","3","5","1","4","5","4","2","2","3","5","5",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",34,"Business travel","Business",472,"1","1","1","1","5","1","5","5","3","5","5","3","5","5",18,2,"neutral or dissatisfied"
"Male","disloyal Customer",30,"Business travel","Business",680,"2","2","2","3","1","2","1","1","3","4","5","5","5","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",22,"Business travel","Eco",1032,"1","1","1","1","2","1","2","2","5","4","5","4","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",2615,"1","1","5","1","3","3","3","3","3","3","4","3","5","3",0,0,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",2254,"5","5","5","5","3","5","5","5","5","5","5","3","5","4",0,0,"satisfied"
"Male","Loyal Customer",61,"Personal Travel","Eco",328,"2","0","2","3","2","2","2","2","5","5","4","3","5","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Business",529,"1","1","1","1","4","5","5","4","4","4","4","5","4","5",0,0,"satisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",419,"1","4","1","4","5","1","5","5","3","4","3","3","4","5",85,65,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Business",109,"1","1","1","1","5","5","5","5","2","4","1","1","3","5",86,76,"satisfied"
"Female","Loyal Customer",49,"Personal Travel","Eco",733,"2","3","2","3","4","4","3","5","5","2","5","3","5","2",20,12,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",3124,"3","4","4","4","3","3","3","3","1","5","4","2","3","3",21,12,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Business",236,"2","3","3","3","1","2","2","2","2","2","2","3","2","4",27,32,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Eco",1005,"4","1","5","1","4","5","4","4","4","4","4","4","4","4",0,4,"satisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",312,"5","4","4","1","2","4","3","2","4","5","4","4","4","2",14,22,"satisfied"
"Female","Loyal Customer",51,"Business travel","Business",725,"3","2","2","2","4","2","3","3","3","3","3","4","3","2",59,52,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco Plus",432,"2","4","5","1","5","5","5","5","4","2","4","3","4","5",1,62,"neutral or dissatisfied"
"Female","Loyal Customer",27,"Personal Travel","Business",248,"2","4","2","2","5","2","5","5","4","2","5","3","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",2049,"4","3","3","3","3","3","4","4","4","4","4","1","4","3",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Personal Travel","Eco",1389,"3","5","3","1","4","3","4","4","4","5","5","4","4","4",37,38,"neutral or dissatisfied"
"Male","Loyal Customer",60,"Business travel","Business",3226,"4","4","4","4","1","2","3","3","3","3","3","4","3","4",0,0,"satisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",680,"2","5","2","2","2","2","2","2","5","3","5","5","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",334,"2","5","2","5","2","2","2","2","5","4","5","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",25,"Business travel","Eco",967,"0","5","0","3","2","0","5","2","5","2","2","3","3","2",79,96,"satisfied"
"Male","Loyal Customer",73,"Business travel","Eco Plus",296,"5","5","3","5","5","5","5","5","2","1","3","1","1","5",0,0,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",332,"5","5","5","5","4","4","5","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",33,"Personal Travel","Eco",308,"4","1","4","4","4","4","4","4","3","3","4","4","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Business travel","Eco Plus",234,"4","5","5","5","4","3","4","4","4","4","4","2","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",3924,"3","3","3","3","3","5","5","5","5","5","5","5","5","3",61,45,"satisfied"
"Male","Loyal Customer",37,"Business travel","Business",2257,"2","2","2","2","1","4","2","5","5","5","5","5","5","2",1,0,"satisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco Plus",946,"2","4","2","4","1","2","1","1","1","5","4","2","3","1",28,6,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",2521,"5","5","5","5","4","4","4","5","3","3","5","4","4","4",14,116,"satisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",2176,"5","2","4","4","5","3","3","2","2","4","2","2","2","1",0,0,"satisfied"
"Female","Loyal Customer",26,"Business travel","Business",2747,"1","5","5","5","1","1","1","1","3","3","3","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",223,"5","5","5","5","4","4","2","5","5","5","4","4","5","3",0,4,"satisfied"
